"ysovarid","sname","ra","de","hmjd","fname","mag1","emag1","useful","kind","note"
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55537.50721555265","IRAC1","-0.015111642928332331","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55538.580497674899","IRAC1","-0.76984841955427807","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55539.634663131328","IRAC1","0.97096574424948057","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55540.983990293418","IRAC1","-0.84877642709093359","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55541.450458812775","IRAC1","-0.91315418835715056","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55542.508717100449","IRAC1","0.87500909514521286","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55543.139137269107","IRAC1","0.68586316068045239","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55544.525840767856","IRAC1","-0.83771021326153294","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55545.359816111159","IRAC1","0.68426630319238091","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55546.155076293238","IRAC1","0.66119199800594486","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55547.72679781598","IRAC1","-0.54147730429530827","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55548.521238272631","IRAC1","0.88740212445404743","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55549.257756149287","IRAC1","0.48586655104995191","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55550.584389127042","IRAC1","-0.76462120788063781","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55551.423409716095","IRAC1","0.77504558810313751","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55552.29251587866","IRAC1","0.42100564830906079","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55553.226124596928","IRAC1","-0.99875003411604291","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55554.67479211669","IRAC1","0.98762013701109919","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55555.205509276158","IRAC1","0.57841140690077453","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55556.903096051414","IRAC1","-0.20156470807407451","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55557.852741790477","IRAC1","0.97693756955300615","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55558.180229940066","IRAC1","0.62077029298042319","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55559.848595289259","IRAC1","-0.31181367962431766","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55560.691295772092","IRAC1","0.99245118410978961","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55561.026289380694","IRAC1","0.8371967289202944","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55562.322411522924","IRAC1","-0.98852189936637946","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55563.188139827114","IRAC1","0.38392113387729404","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55564.022353256063","IRAC1","0.84167677954933129","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55565.68171500996","IRAC1","-0.6183288242098417","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55566.578815559587","IRAC1","0.93641440858913616","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55567.813226926337","IRAC1","-0.60996858043205116","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55568.644268934251","IRAC1","-0.67800224389127595","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55569.41226012128","IRAC1","0.76007958640782236","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55570.320075345779","IRAC1","0.3679778258075076","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55571.081461745162","IRAC1","-0.93834473896478621","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55572.490921104603","IRAC1","0.85636202327548661","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55573.767669982444","IRAC1","-0.53170013004864292","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55574.606192479172","IRAC1","-0.7344042801362286","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55575.508176155177","IRAC1","0.87446006373472551","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55576.79965717531","IRAC1","-0.58720421825263902","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55577.696809074761","IRAC1","-0.59317879354293312","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55578.449725503291","IRAC1","0.80867894027795384","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55579.787253242968","IRAC1","-0.56598024735020347","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55580.015027247311","IRAC1","-0.88133041750945107","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55581.750821553338","IRAC1","0.99999851966961129","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55582.878342067947","IRAC1","-0.7120388908706542","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55583.130836502627","IRAC1","-0.96901737090097639","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55584.002362524516","IRAC1","0.0049480395762352353","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55585.935141350979","IRAC1","-0.79033642569327034","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55586.42303095229","IRAC1","-0.93505038005974217","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55587.895720909612","IRAC1","0.95378772840747661","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55588.403359366544","IRAC1","0.2010245106570393","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55589.81367369424","IRAC1","-0.38041121675939626","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55590.137700429827","IRAC1","0.28441781229655172","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55591.258438670819","IRAC1","0.48461665131634446","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55592.827962458716","IRAC1","-0.35256863391344206","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55593.972108867121","IRAC1","0.89373916472371895","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55594.781242972138","IRAC1","-0.55555799444922138","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55595.334566909652","IRAC1","-0.98435582996160453","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55596.643593841596","IRAC1","0.97527008761891765","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55597.939370773907","IRAC1","-0.7957324568119174","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55598.862259054593","IRAC1","-0.28449916240598611","0.01","1","0",""
"-1500","test_1500","330.62678755815637","-2.5304688263808259","55599.882614795861","IRAC1","0.96167541431662429","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55500.327122554765","IRAC1","0.048237921040571841","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55501.680394506213","IRAC1","0.21548450214518017","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55502.902913272083","IRAC1","0.35827220587597097","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55503.743860832503","IRAC1","0.46311212408043639","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55504.096323469479","IRAC1","0.4984145483678491","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55505.467636476315","IRAC1","0.63462834439219251","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55506.832876783199","IRAC1","0.76215892692075327","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55507.81217494241","IRAC1","0.83703353744805509","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55508.583893863586","IRAC1","0.88147609330743792","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55509.491560369577","IRAC1","0.93432795178351868","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55510.104939821511","IRAC1","0.95927823493476838","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55511.165247637415","IRAC1","0.98942425851419935","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55512.541174010723","IRAC1","1.0099127411025051","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55513.249694642509","IRAC1","1.0012784563300057","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55514.431676692257","IRAC1","0.97659337450747963","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55515.941641864156","IRAC1","0.91310927228265992","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55516.42145297191","IRAC1","0.88823702580872066","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55517.607134799073","IRAC1","0.80388911360705151","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55518.967467310817","IRAC1","0.69303993454188551","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55519.242996026078","IRAC1","0.66395197082722102","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55520.722251184023","IRAC1","0.52073453182680718","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55521.621369113709","IRAC1","0.41981545203300796","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55522.47938615099","IRAC1","0.31625178324982411","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55523.847540752024","IRAC1","0.15106758801082221","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55524.764184362008","IRAC1","0.036822654101627307","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55525.301578928353","IRAC1","-0.035660590940754827","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55526.564012323244","IRAC1","-0.18644921954047358","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55527.631098942256","IRAC1","-0.31633713139343989","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55528.345446934036","IRAC1","-0.40053082368877085","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55529.589826548021","IRAC1","-0.54178279696037357","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55530.074394228635","IRAC1","-0.59299315927288698","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55531.278335943753","IRAC1","-0.70306312412752503","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55532.088836265364","IRAC1","-0.77438035108277681","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55533.886613590978","IRAC1","-0.89634627374530285","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55534.867371704444","IRAC1","-0.93728009396769185","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55535.434901366076","IRAC1","-0.9629606122542459","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55536.119858893187","IRAC1","-0.98331739977998178","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55537.50721555265","IRAC1","-0.99862663514092198","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55538.580497674899","IRAC1","-0.99069266481320584","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55539.634663131328","IRAC1","-0.96269200263159349","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55540.983990293418","IRAC1","-0.90084939952369603","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55541.450458812775","IRAC1","-0.87388420145112733","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55542.508717100449","IRAC1","-0.80573995018084965","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55543.139137269107","IRAC1","-0.7510455008830732","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55544.525840767856","IRAC1","-0.62542994800967333","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55545.359816111159","IRAC1","-0.5484571754168589","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55546.155076293238","IRAC1","-0.45513490358061781","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55547.72679781598","IRAC1","-0.27654626879506572","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55548.521238272631","IRAC1","-0.17629802482308976","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55549.257756149287","IRAC1","-0.088757708137904082","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55550.584389127042","IRAC1","0.075820765097442594","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55551.423409716095","IRAC1","0.18778261402852267","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55552.29251587866","IRAC1","0.29170274436505","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55553.226124596928","IRAC1","0.39492812751686579","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55554.67479211669","IRAC1","0.55516633343363131","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55555.205509276158","IRAC1","0.6129811904098138","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55556.903096051414","IRAC1","0.76881046004075171","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55557.852741790477","IRAC1","0.84079550515333423","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55558.180229940066","IRAC1","0.85840404824912142","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55559.848595289259","IRAC1","0.9462621132688801","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55560.691295772092","IRAC1","0.97449527556041748","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55561.026289380694","IRAC1","0.98857038480977333","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55562.322411522924","IRAC1","1.0025166955731208","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55563.188139827114","IRAC1","1.0061660017915846","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55564.022353256063","IRAC1","0.99115036116017585","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55565.68171500996","IRAC1","0.92942349483051223","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55566.578815559587","IRAC1","0.87337414368701838","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55567.813226926337","IRAC1","0.78629328022592437","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55568.644268934251","IRAC1","0.71927732959428037","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55569.41226012128","IRAC1","0.64817669518796617","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55570.320075345779","IRAC1","0.55970337340716725","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55571.081461745162","IRAC1","0.47712224914042101","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55572.490921104603","IRAC1","0.31313826007529921","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55573.767669982444","IRAC1","0.15570989770402457","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55574.606192479172","IRAC1","0.058493440458654941","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55575.508176155177","IRAC1","-0.060998051904119589","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55576.79965717531","IRAC1","-0.22017627460018532","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55577.696809074761","IRAC1","-0.33033329115883836","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55578.449725503291","IRAC1","-0.41459060341006032","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55579.787253242968","IRAC1","-0.55694562653754198","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55580.015027247311","IRAC1","-0.5841034242437172","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55581.750821553338","IRAC1","-0.74796436564625135","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55582.878342067947","IRAC1","-0.83485529346619425","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55583.130836502627","IRAC1","-0.84860625350621355","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55584.002362524516","IRAC1","-0.89844419029393652","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55585.935141350979","IRAC1","-0.97610131258512089","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55586.42303095229","IRAC1","-0.98744979144986156","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55587.895720909612","IRAC1","-0.98949319591693563","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55588.403359366544","IRAC1","-0.99111985555902027","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55589.81367369424","IRAC1","-0.95638870096063378","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55590.137700429827","IRAC1","-0.93856206342986837","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55591.258438670819","IRAC1","-0.88343340803873305","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55592.827962458716","IRAC1","-0.77974791792159215","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55593.972108867121","IRAC1","-0.67986578842479273","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55594.781242972138","IRAC1","-0.60084339537744147","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55595.334566909652","IRAC1","-0.55190828360941435","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55596.643593841596","IRAC1","-0.39969035491309873","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55597.939370773907","IRAC1","-0.25175165991994253","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55598.862259054593","IRAC1","-0.1363179795146659","0.01","1","0",""
"-1501","test_1501","30.472748132777198","65.582775056701053","55599.882614795861","IRAC1","-0.014249248844880392","0.01","1","0",""
"-1502","test_1502","216.16692683282301","23.377923774195907","55500.327122554765","IRAC2","13.418425913948202","1.2047035487414597","1","0",""
"-1502","test_1502","216.16692683282301","23.377923774195907","55501.680394506213","IRAC2","13.91889849060175","1.2993665225186237","1","0",""
"-1502","test_1502","216.16692683282301","23.377923774195907","55502.902913272083","IRAC2","12.55954614182148","0.7303833398869104","1","0",""
"-1502","test_1502","216.16692683282301","23.377923774195907","55503.743860832503","IRAC2","13.586764037532882","1.4470741261799374","1","0",""
"-1502","test_1502","216.16692683282301","23.377923774195907","55504.096323469479","IRAC2","13.386713220027476","1.1003180805178996","1","0",""
"-1502","test_1502","216.16692683282301","23.377923774195907","55505.467636476315","IRAC2","12.149485514613817","0.51766833746502761","1","0",""
"-1502","test_1502","216.16692683282301","23.377923774195907","55506.832876783199","IRAC2","13.998338623893092","0.56332311052815354","1","0",""
"-1502","test_1502","216.16692683282301","23.377923774195907","55507.81217494241","IRAC2","12.39995138168865","1.3882218403433302","1","0",""
"-1502","test_1502","216.16692683282301","23.377923774195907","55508.583893863586","IRAC2","11.975377438675105","1.316874229154555","1","0",""
"-1502","test_1502","216.16692683282301","23.377923774195907","55509.491560369577","IRAC2","13.514199847437357","0.93711203762295581","1","0",""
